Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
844,Kepulauan Bangka Belitung,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,844,4415
845,Bengkulu,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,845,4416
846,Daerah Istimewa Yogyakarta,2020/03/26 00:00:00+00,16,0,1,0,2,0,13,13.00000,6.00000,846,4417
847,DKI Jakarta,2020/03/26 00:00:00+00,515,53,25,2,46,15,444,9.00000,5.00000,847,4418
848,Jambi,2020/03/26 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,848,4419
849,Jawa Barat,2020/03/26 00:00:00+00,78,5,5,0,11,1,62,14.00000,6.00000,849,4420
850,Jawa Tengah,2020/03/26 00:00:00+00,40,2,0,0,6,2,34,15.00000,0.00000,850,4421
851,Jawa Timur,2020/03/26 00:00:00+00,59,8,3,2,3,2,53,5.00000,5.00000,851,4422
852,Kalimantan Barat,2020/03/26 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,852,4423
853,Kalimantan Timur,2020/03/26 00:00:00+00,11,0,0,0,0,0,11,0.00000,0.00000,853,4424
854,Kalimantan Tengah,2020/03/26 00:00:00+00,6,2,0,0,0,0,6,0.00000,0.00000,854,4425
855,Kalimantan Selatan,2020/03/26 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,855,4426
856,Kalimantan Utara,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,856,4427
857,Kepulauan Riau,2020/03/26 00:00:00+00,5,0,0,0,1,0,4,20.00000,0.00000,857,4428
858,Nusa Tenggara Barat,2020/03/26 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,858,4429
859,Sumatera Selatan,2020/03/26 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,859,4430
860,Sumatera Barat,2020/03/26 00:00:00+00,3,3,0,0,0,0,3,0.00000,0.00000,860,4431
861,Sulawesi Utara,2020/03/26 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,861,4432
862,Sumatera Utara,2020/03/26 00:00:00+00,8,0,0,0,1,0,7,13.00000,0.00000,862,4433
863,Sulawesi Tenggara,2020/03/26 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,863,4434
864,Sulawesi Selatan,2020/03/26 00:00:00+00,27,14,0,0,1,0,26,4.00000,0.00000,864,4435
865,Sulawesi Tengah,2020/03/26 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,865,4436
866,Lampung,2020/03/26 00:00:00+00,3,2,0,0,0,0,3,0.00000,0.00000,866,4437
867,Riau,2020/03/26 00:00:00+00,2,1,0,0,0,0,2,0.00000,0.00000,867,4438
868,Maluku Utara,2020/03/26 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,868,4439
869,Maluku,2020/03/26 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,869,4440
870,Papua Barat,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,870,4441
871,Papua,2020/03/26 00:00:00+00,7,4,0,0,0,0,7,0.00000,0.00000,871,4442
872,Sulawesi Barat,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,872,4443
873,Nusa Tenggara Timur,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,873,4444
874,Gorontalo,2020/03/26 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,874,4445
875,Indonesia,2020/03/26 00:00:00+00,20,7,0,0,0,0,20,0.00000,0.00000,875,4446
876,Aceh,2020/03/27 00:00:00+00,4,3,0,0,0,0,4,0.00000,0.00000,876,4447
877,Bali,2020/03/27 00:00:00+00,9,0,0,0,2,0,7,22.00000,0.00000,877,4448
878,Banten,2020/03/27 00:00:00+00,84,17,1,0,4,0,79,5.00000,1.00000,878,4449
879,Kepulauan Bangka Belitung,2020/03/27 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,879,4450
880,Bengkulu,2020/03/27 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,880,4451
881,Daerah Istimewa Yogyakarta,2020/03/27 00:00:00+00,22,6,1,0,2,0,19,9.00000,5.00000,881,4452
882,DKI Jakarta,2020/03/27 00:00:00+00,598,83,31,6,51,5,516,9.00000,5.00000,882,4453
883,Jambi,2020/03/27 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,883,4454
884,Jawa Barat,2020/03/27 00:00:00+00,98,20,5,0,14,3,79,14.00000,5.00000,884,4455
885,Jawa Tengah,2020/03/27 00:00:00+00,43,3,0,0,6,0,37,14.00000,0.00000,885,4456
886,Jawa Timur,2020/03/27 00:00:00+00,66,7,8,5,4,1,54,6.00000,12.00000,886,4457
887,Kalimantan Barat,2020/03/27 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,887,4458
888,Kalimantan Timur,2020/03/27 00:00:00+00,11,0,0,0,0,0,11,0.00000,0.00000,888,4459
889,Kalimantan Tengah,2020/03/27 00:00:00+00,6,0,0,0,0,0,6,0.00000,0.00000,889,4460
890,Kalimantan Selatan,2020/03/27 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,890,4461
891,Kalimantan Utara,2020/03/27 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,891,4462
892,Kepulauan Riau,2020/03/27 00:00:00+00,5,0,0,0,1,0,4,20.00000,0.00000,892,4463
893,Nusa Tenggara Barat,2020/03/27 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,893,4464
894,Sumatera Selatan,2020/03/27 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,894,4465
895,Sumatera Barat,2020/03/27 00:00:00+00,5,2,0,0,0,0,5,0.00000,0.00000,895,4466
896,Sulawesi Utara,2020/03/27 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,896,4467
897,Sumatera Utara,2020/03/27 00:00:00+00,8,0,0,0,1,0,7,13.00000,0.00000,897,4468
898,Sulawesi Tenggara,2020/03/27 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,898,4469
899,Sulawesi Selatan,2020/03/27 00:00:00+00,29,2,0,0,1,0,28,3.00000,0.00000,899,4470
900,Sulawesi Tengah,2020/03/27 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,900,4471
901,Lampung,2020/03/27 00:00:00+00,4,1,0,0,0,0,4,0.00000,0.00000,901,4472
902,Riau,2020/03/27 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,902,4473
903,Maluku Utara,2020/03/27 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,903,4474
904,Maluku,2020/03/27 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,904,4475
905,Papua Barat,2020/03/27 00:00:00+00,2,2,0,0,0,0,2,0.00000,0.00000,905,4476
906,Papua,2020/03/27 00:00:00+00,7,0,0,0,0,0,7,0.00000,0.00000,906,4477
907,Sulawesi Barat,2020/03/27 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,907,4478
908,Nusa Tenggara Timur,2020/03/27 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,908,4479
909,Gorontalo,2020/03/27 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,909,4480
910,Indonesia,2020/03/27 00:00:00+00,28,7,0,0,0,0,28,0.00000,0.00000,910,4481
911,Aceh,2020/03/28 00:00:00+00,4,0,0,0,0,0,4,0.00000,0.00000,911,4482
912,Bali,2020/03/28 00:00:00+00,9,0,0,0,2,0,7,22.00000,0.00000,912,4483
913,Banten,2020/03/28 00:00:00+00,103,10,1,0,4,0,98,4.00000,1.00000,913,4484
914,Kepulauan Bangka Belitung,2020/03/28 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,914,4485
915,Bengkulu,2020/03/28 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,915,4486
916,Daerah Istimewa Yogyakarta,2020/03/28 00:00:00+00,22,0,1,0,2,0,19,9.00000,5.00000,916,4487
917,DKI Jakarta,2020/03/28 00:00:00+00,627,38,43,12,62,11,522,10.00000,7.00000,917,4488
918,Jambi,2020/03/28 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,918,4489
919,Jawa Barat,2020/03/28 00:00:00+00,119,21,6,1,17,3,96,14.00000,5.00000,919,4490
920,Jawa Tengah,2020/03/28 00:00:00+00,55,12,0,0,7,1,48,13.00000,0.00000,920,4491
921,Jawa Timur,2020/03/28 00:00:00+00,77,11,8,0,4,0,65,5.00000,10.00000,921,4492
922,Kalimantan Barat,2020/03/28 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,922,4493
923,Kalimantan Timur,2020/03/28 00:00:00+00,17,6,0,0,0,0,17,0.00000,0.00000,923,4494
924,Kalimantan Tengah,2020/03/28 00:00:00+00,7,1,0,0,0,0,7,0.00000,0.00000,924,4495
925,Kalimantan Selatan,2020/03/28 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,925,4496
926,Kalimantan Utara,2020/03/28 00:00:00+00,2,2,0,0,0,0,2,0.00000,0.00000,926,4497
927,Kepulauan Riau,2020/03/28 00:00:00+00,5,0,0,0,1,0,4,20.00000,0.00000,927,4498
928,Nusa Tenggara Barat,2020/03/28 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,928,4499
929,Sumatera Selatan,2020/03/28 00:00:00+00,2,1,0,0,1,0,1,50.00000,0.00000,929,4500
930,Sumatera Barat,2020/03/28 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,930,4501
931,Sulawesi Utara,2020/03/28 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,931,4502
932,Sumatera Utara,2020/03/28 00:00:00+00,8,0,0,0,1,0,7,13.00000,0.00000,932,4503
933,Sulawesi Tenggara,2020/03/28 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,933,4504
934,Sulawesi Selatan,2020/03/28 00:00:00+00,33,4,0,0,1,0,32,3.00000,0.00000,934,4505
935,Sulawesi Tengah,2020/03/28 00:00:00+00,2,1,0,0,0,0,2,0.00000,0.00000,935,4506
936,Lampung,2020/03/28 00:00:00+00,4,0,0,0,0,0,4,0.00000,0.00000,936,4507
937,Riau,2020/03/28 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,937,4508
938,Maluku Utara,2020/03/28 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,938,4509
939,Maluku,2020/03/28 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,939,4510
940,Papua Barat,2020/03/28 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,940,4511
941,Papua,2020/03/28 00:00:00+00,7,0,0,0,0,0,7,0.00000,0.00000,941,4512
942,Sulawesi Barat,2020/03/28 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,942,4513
943,Nusa Tenggara Timur,2020/03/28 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,943,4514
944,Gorontalo,2020/03/28 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,944,4515
945,Indonesia,2020/03/28 00:00:00+00,30,2,0,0,0,0,30,0.00000,0.00000,945,4516
946,Aceh,2020/03/29 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,946,4517
947,Bali,2020/03/29 00:00:00+00,10,1,0,0,2,0,8,20.00000,0.00000,947,4518
948,Banten,2020/03/29 00:00:00+00,106,3,1,0,4,0,101,4.00000,1.00000,948,4519
949,Kepulauan Bangka Belitung,2020/03/29 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,949,4520
950,Bengkulu,2020/03/29 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,950,4521
951,Daerah Istimewa Yogyakarta,2020/03/29 00:00:00+00,22,0,1,0,2,0,19,9.00000,5.00000,951,4522
952,DKI Jakarta,2020/03/29 00:00:00+00,675,48,45,2,68,6,562,10.00000,7.00000,952,4523
953,Jambi,2020/03/29 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,953,4524
954,Jawa Barat,2020/03/29 00:00:00+00,149,30,6,0,19,2,124,13.00000,4.00000,954,4525
955,Jawa Tengah,2020/03/29 00:00:00+00,63,8,0,0,7,0,56,11.00000,0.00000,955,4526
956,Jawa Timur,2020/03/29 00:00:00+00,90,13,11,3,7,3,72,8.00000,12.00000,956,4527
957,Kalimantan Barat,2020/03/29 00:00:00+00,8,5,0,0,0,0,8,0.00000,0.00000,957,4528
958,Kalimantan Timur,2020/03/29 00:00:00+00,17,0,0,0,0,0,17,0.00000,0.00000,958,4529
959,Kalimantan Tengah,2020/03/29 00:00:00+00,7,0,0,0,0,0,7,0.00000,0.00000,959,4530
960,Kalimantan Selatan,2020/03/29 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,960,4531
961,Kalimantan Utara,2020/03/29 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,961,4532
962,Kepulauan Riau,2020/03/29 00:00:00+00,5,0,0,0,1,0,4,20.00000,0.00000,962,4533
963,Nusa Tenggara Barat,2020/03/29 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,963,4534
964,Sumatera Selatan,2020/03/29 00:00:00+00,2,0,0,0,2,1,0,100.00000,0.00000,964,4535
965,Sumatera Barat,2020/03/29 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,965,4536
966,Sulawesi Utara,2020/03/29 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,966,4537
967,Sumatera Utara,2020/03/29 00:00:00+00,8,0,0,0,1,0,7,13.00000,0.00000,967,4538
968,Sulawesi Tenggara,2020/03/29 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,968,4539
969,Sulawesi Selatan,2020/03/29 00:00:00+00,47,15,0,0,1,0,46,2.00000,0.00000,969,4540
970,Sulawesi Tengah,2020/03/29 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,970,4541
971,Lampung,2020/03/29 00:00:00+00,4,0,0,0,0,0,4,0.00000,0.00000,971,4542
972,Riau,2020/03/29 00:00:00+00,2,1,0,0,0,0,2,0.00000,0.00000,972,4543
973,Maluku Utara,2020/03/29 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,973,4544
974,Maluku,2020/03/29 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,974,4545
975,Papua Barat,2020/03/29 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,975,4546
976,Papua,2020/03/29 00:00:00+00,9,2,0,0,0,0,9,0.00000,0.00000,976,4547
977,Sulawesi Barat,2020/03/29 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,977,4548
978,Nusa Tenggara Timur,2020/03/29 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,978,4549
979,Gorontalo,2020/03/29 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,979,4550
980,Indonesia,2020/03/29 00:00:00+00,33,4,0,0,0,0,33,0.00000,0.00000,980,4551
981,Aceh,2020/03/30 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,981,4552
982,Bali,2020/03/30 00:00:00+00,19,9,0,0,2,0,17,11.00000,0.00000,982,4553
983,Banten,2020/03/30 00:00:00+00,128,22,1,0,4,0,123,3.00000,1.00000,983,4554
984,Kepulauan Bangka Belitung,2020/03/30 00:00:00+00,1,1,0,0,0,0,1,0.00000,0.00000,984,4555
985,Bengkulu,2020/03/30 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,985,4556
986,Daerah Istimewa Yogyakarta,2020/03/30 00:00:00+00,18,1,1,0,2,0,15,11.00000,6.00000,986,4557
987,DKI Jakarta,2020/03/30 00:00:00+00,698,24,48,3,74,6,576,11.00000,7.00000,987,4558
988,Jambi,2020/03/30 00:00:00+00,2,1,0,0,0,0,2,0.00000,0.00000,988,4559
989,Jawa Barat,2020/03/30 00:00:00+00,180,25,8,2,20,1,152,11.00000,4.00000,989,4560
990,Jawa Tengah,2020/03/30 00:00:00+00,81,17,0,0,7,0,74,9.00000,0.00000,990,4561
991,Jawa Timur,2020/03/30 00:00:00+00,91,1,16,5,8,1,67,9.00000,18.00000,991,4562
992,Kalimantan Barat,2020/03/30 00:00:00+00,9,1,0,0,0,0,9,0.00000,0.00000,992,4563
993,Kalimantan Timur,2020/03/30 00:00:00+00,17,0,0,0,0,0,17,0.00000,0.00000,993,4564
994,Kalimantan Tengah,2020/03/30 00:00:00+00,7,0,0,0,0,0,7,0.00000,0.00000,994,4565
995,Kalimantan Selatan,2020/03/30 00:00:00+00,5,4,0,0,0,0,5,0.00000,0.00000,995,4566
996,Kalimantan Utara,2020/03/30 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,996,4567
997,Kepulauan Riau,2020/03/30 00:00:00+00,6,1,0,0,1,0,5,17.00000,0.00000,997,4568
998,Nusa Tenggara Barat,2020/03/30 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,998,4569
999,Sumatera Selatan,2020/03/30 00:00:00+00,2,0,0,0,2,0,0,100.00000,0.00000,999,4570
1000,Sumatera Barat,2020/03/30 00:00:00+00,8,3,0,0,0,0,8,0.00000,0.00000,1000,4571
1001,Sulawesi Utara,2020/03/30 00:00:00+00,2,0,1,1,0,0,1,0.00000,50.00000,1001,4572
1002,Sumatera Utara,2020/03/30 00:00:00+00,13,5,0,0,1,0,12,8.00000,0.00000,1002,4573
1003,Sulawesi Tenggara,2020/03/30 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,1003,4574
1004,Sulawesi Selatan,2020/03/30 00:00:00+00,50,4,0,0,1,0,49,2.00000,0.00000,1004,4575
1005,Sulawesi Tengah,2020/03/30 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,1005,4576
1006,Lampung,2020/03/30 00:00:00+00,8,4,0,0,0,0,8,0.00000,0.00000,1006,4577
1007,Riau,2020/03/30 00:00:00+00,3,1,0,0,0,0,3,0.00000,0.00000,1007,4578
1008,Maluku Utara,2020/03/30 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1008,4579
1009,Maluku,2020/03/30 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1009,4580
1010,Papua Barat,2020/03/30 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,1010,4581
1011,Papua,2020/03/30 00:00:00+00,9,0,0,0,0,0,9,0.00000,0.00000,1011,4582
1012,Sulawesi Barat,2020/03/30 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1012,4583
1013,Nusa Tenggara Timur,2020/03/30 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1013,4584
1014,Gorontalo,2020/03/30 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1014,4585
1015,Indonesia,2020/03/30 00:00:00+00,37,5,0,0,0,0,37,0.00000,0.00000,1015,4586
1016,Aceh,2020/03/31 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,1016,4587
1017,Bali,2020/03/31 00:00:00+00,19,0,0,0,2,0,17,11.00000,0.00000,1017,4588
1018,Banten,2020/03/31 00:00:00+00,142,14,2,1,4,0,136,3.00000,1.00000,1018,4589
1019,Kepulauan Bangka Belitung,2020/03/31 00:00:00+00,2,1,0,0,0,0,2,0.00000,0.00000,1019,4590
1020,Bengkulu,2020/03/31 00:00:00+00,1,1,0,0,1,1,0,100.00000,0.00000,1020,4591
1021,Daerah Istimewa Yogyakarta,2020/03/31 00:00:00+00,23,5,1,0,2,0,20,9.00000,4.00000,1021,4592
1022,DKI Jakarta,2020/03/31 00:00:00+00,747,41,48,0,83,9,616,11.00000,6.00000,1022,4593
1023,Jambi,2020/03/31 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,1023,4594
1024,Jawa Barat,2020/03/31 00:00:00+00,198,16,11,3,21,1,166,11.00000,6.00000,1024,4595
1025,Jawa Tengah,2020/03/31 00:00:00+00,93,13,0,0,7,0,86,8.00000,0.00000,1025,4596
1026,Jawa Timur,2020/03/31 00:00:00+00,93,2,16,0,8,0,69,9.00000,17.00000,1026,4597
1027,Kalimantan Barat,2020/03/31 00:00:00+00,9,0,2,2,2,2,5,22.00000,22.00000,1027,4598
1028,Kalimantan Timur,2020/03/31 00:00:00+00,20,3,0,0,0,0,20,0.00000,0.00000,1028,4599
1029,Kalimantan Tengah,2020/03/31 00:00:00+00,9,2,0,0,0,0,9,0.00000,0.00000,1029,4600
1030,Kalimantan Selatan,2020/03/31 00:00:00+00,8,2,0,0,0,0,8,0.00000,0.00000,1030,4601
1031,Kalimantan Utara,2020/03/31 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,1031,4602
1032,Kepulauan Riau,2020/03/31 00:00:00+00,7,1,0,0,1,0,6,14.00000,0.00000,1032,4603
1033,Nusa Tenggara Barat,2020/03/31 00:00:00+00,4,2,0,0,0,0,4,0.00000,0.00000,1033,4604
1034,Sumatera Selatan,2020/03/31 00:00:00+00,5,3,0,0,2,0,3,40.00000,0.00000,1034,4605
1035,Sumatera Barat,2020/03/31 00:00:00+00,8,0,0,0,0,0,8,0.00000,0.00000,1035,4606
1036,Sulawesi Utara,2020/03/31 00:00:00+00,2,0,1,0,0,0,1,0.00000,50.00000,1036,4607
1037,Sumatera Utara,2020/03/31 00:00:00+00,19,6,0,0,1,0,18,5.00000,0.00000,1037,4608
1038,Sulawesi Tenggara,2020/03/31 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,1038,4609
1039,Sulawesi Selatan,2020/03/31 00:00:00+00,50,0,0,0,1,0,49,2.00000,0.00000,1039,4610
1040,Sulawesi Tengah,2020/03/31 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,1040,4611
1041,Lampung,2020/03/31 00:00:00+00,8,0,0,0,0,0,8,0.00000,0.00000,1041,4612
1042,Riau,2020/03/31 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,1042,4613
1043,Maluku Utara,2020/03/31 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1043,4614
1044,Maluku,2020/03/31 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1044,4615
1045,Papua Barat,2020/03/31 00:00:00+00,2,0,0,0,1,1,1,50.00000,0.00000,1045,4616
1046,Papua,2020/03/31 00:00:00+00,10,1,0,0,0,0,10,0.00000,0.00000,1046,4617
1047,Sulawesi Barat,2020/03/31 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1047,4618
1048,Nusa Tenggara Timur,2020/03/31 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1048,4619
1049,Gorontalo,2020/03/31 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1049,4620
1050,Indonesia,2020/03/31 00:00:00+00,28,1,0,0,0,0,28,0.00000,0.00000,1050,4621
1051,Aceh,2020/04/01 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,1051,4622
1052,Bali,2020/04/01 00:00:00+00,25,6,10,10,2,0,13,8.00000,40.00000,1052,4623
1053,Banten,2020/04/01 00:00:00+00,152,11,7,5,14,10,131,9.00000,5.00000,1053,4624
1054,Kepulauan Bangka Belitung,2020/04/01 00:00:00+00,2,0,0,0,1,1,1,50.00000,0.00000,1054,4625
1055,Bengkulu,2020/04/01 00:00:00+00,1,0,0,0,1,0,0,100.00000,0.00000,1055,4626
1056,Daerah Istimewa Yogyakarta,2020/04/01 00:00:00+00,28,5,1,0,2,0,25,7.00000,4.00000,1056,4627
1057,DKI Jakarta,2020/04/01 00:00:00+00,808,62,50,2,85,2,673,11.00000,6.00000,1057,4628
1058,Jambi,2020/04/01 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,1058,4629
1059,Jawa Barat,2020/04/01 00:00:00+00,220,21,11,0,21,0,188,10.00000,5.00000,1059,4630
1060,Jawa Tengah,2020/04/01 00:00:00+00,104,11,0,0,7,0,97,7.00000,0.00000,1060,4631
1061,Jawa Timur,2020/04/01 00:00:00+00,104,11,17,1,9,1,78,9.00000,16.00000,1061,4632
1062,Kalimantan Barat,2020/04/01 00:00:00+00,10,1,2,0,2,0,6,20.00000,20.00000,1062,4633
1063,Kalimantan Timur,2020/04/01 00:00:00+00,21,1,0,0,1,1,20,5.00000,0.00000,1063,4634
1064,Kalimantan Tengah,2020/04/01 00:00:00+00,9,0,0,0,0,0,9,0.00000,0.00000,1064,4635
1065,Kalimantan Selatan,2020/04/01 00:00:00+00,8,0,0,0,0,0,8,0.00000,0.00000,1065,4636
1066,Kalimantan Utara,2020/04/01 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,1066,4637
1067,Kepulauan Riau,2020/04/01 00:00:00+00,7,0,0,0,1,0,6,14.00000,0.00000,1067,4638
1068,Nusa Tenggara Barat,2020/04/01 00:00:00+00,6,2,0,0,0,0,6,0.00000,0.00000,1068,4639
1069,Sumatera Selatan,2020/04/01 00:00:00+00,5,0,0,0,2,0,3,40.00000,0.00000,1069,4640
1070,Sumatera Barat,2020/04/01 00:00:00+00,8,0,0,0,0,0,8,0.00000,0.00000,1070,4641
1071,Sulawesi Utara,2020/04/01 00:00:00+00,3,1,1,0,0,0,2,0.00000,33.00000,1071,4642
1072,Sumatera Utara,2020/04/01 00:00:00+00,22,2,0,0,3,2,19,14.00000,0.00000,1072,4643
1073,Sulawesi Tenggara,2020/04/01 00:00:00+00,3,0,0,0,0,0,3,0.00000,0.00000,1073,4644
1074,Sulawesi Selatan,2020/04/01 00:00:00+00,66,15,0,0,5,4,61,8.00000,0.00000,1074,4645
1075,Sulawesi Tengah,2020/04/01 00:00:00+00,2,0,0,0,0,0,2,0.00000,0.00000,1075,4646
1076,Lampung,2020/04/01 00:00:00+00,8,0,0,0,0,0,8,0.00000,0.00000,1076,4647
1077,Riau,2020/04/01 00:00:00+00,3,0,1,1,0,0,2,0.00000,33.00000,1077,4648
1078,Maluku Utara,2020/04/01 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1078,4649
1079,Maluku,2020/04/01 00:00:00+00,1,0,1,1,0,0,0,0.00000,100.00000,1079,4650
1080,Papua Barat,2020/04/01 00:00:00+00,2,0,0,0,1,0,1,50.00000,0.00000,1080,4651
1081,Papua,2020/04/01 00:00:00+00,10,0,2,2,0,0,8,0.00000,20.00000,1081,4652
1082,Sulawesi Barat,2020/04/01 00:00:00+00,1,0,0,0,0,0,1,0.00000,0.00000,1082,4653
1083,Nusa Tenggara Timur,2020/04/01 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1083,4654
1084,Gorontalo,2020/04/01 00:00:00+00,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1084,4655
1085,Indonesia,2020/04/01 00:00:00+00,28,0,0,0,0,0,28,0.00000,0.00000,1085,4656
1086,Aceh,2020/04/02 00:00:00+00,5,0,0,0,0,0,5,0.00000,0.00000,1086,4657
1087,Bali,2020/04/02 00:00:00+00,25,0,10,0,2,0,13,8.00000,40.00000,1087,4658
1088,Banten,2020/04/02 00:00:00+00,164,8,7,0,14,0,143,9.00000,4.00000,1088,4659
